Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785022489,6,,Aggregated,1.444444,0.000000,1200,2000,2600,3400,3900,4700,4700,4700,4700,4700,4700,20,0,1200.0,1794.093709550043,378.86111500029074,4675.757907999468,294.4
1785022490,6,,Aggregated,1.444444,0.000000,1200,2000,2600,3400,3900,4700,4700,4700,4700,4700,4700,20,0,1200.0,1794.093709550043,378.86111500029074,4675.757907999468,294.4
1785022492,6,,Aggregated,1.900000,0.000000,1400,1900,2500,2600,3700,3900,4700,4700,4700,4700,4700,22,0,1200.0,1800.9137051364053,378.86111500029074,4675.757907999468,341.1818181818182
1785022493,6,,Aggregated,2.000000,0.000000,1400,2000,2600,2700,3700,3900,4700,4700,4700,4700,4700,23,0,1400.0,1838.8217469565739,378.86111500029074,4675.757907999468,334.60869565217394
1785022494,6,,Aggregated,2.000000,0.000000,1900,2500,2700,3200,3700,3900,4700,4700,4700,4700,4700,25,0,1900.0,1938.0507856400436,378.86111500029074,4675.757907999468,323.04
1785022495,6,,Aggregated,2.200000,0.000000,1900,2500,2700,3200,3700,3900,4700,4700,4700,4700,4700,29,0,1900.0,1965.0117792758654,378.86111500029074,4675.757907999468,355.55172413793105
1785022496,6,,Aggregated,2.100000,0.000000,1900,2200,2700,2900,3400,3900,4700,4700,4700,4700,4700,32,0,1400.0,1815.4657453749792,21.066319000055955,4675.757907999468,457.96875
1785022497,6,,Aggregated,1.800000,0.000000,1400,2100,2600,2900,3400,3900,4700,4700,4700,4700,4700,34,0,1200.0,1747.7286172646766,21.066319000055955,4675.757907999468,497.6764705882353
1785022498,6,,Aggregated,1.800000,0.000000,1400,2100,2600,2900,3400,3900,4700,4700,4700,4700,4700,34,0,1200.0,1747.7286172646766,21.066319000055955,4675.757907999468,497.6764705882353
1785022499,6,,Aggregated,1.900000,0.000000,1400,2200,2600,2900,3400,3900,4700,4700,4700,4700,4700,35,0,1400.0,1759.42762285709,21.066319000055955,4675.757907999468,488.8857142857143
1785022500,6,,Aggregated,1.900000,0.000000,1400,2200,2600,2900,3400,3900,4700,4700,4700,4700,4700,35,0,1400.0,1759.42762285709,21.066319000055955,4675.757907999468,488.8857142857143
1785022502,6,,Aggregated,1.600000,0.000000,1900,2200,2700,3200,3900,5100,5300,5300,5300,5300,5300,37,0,1900.0,1946.7194088107578,21.066319000055955,5309.88462500045,523.7027027027027
1785022504,6,,Aggregated,1.600000,0.000000,1900,2200,2700,3200,3900,5100,5300,5300,5300,5300,5300,37,0,1900.0,1946.7194088107578,21.066319000055955,5309.88462500045,523.7027027027027
1785022505,6,,Aggregated,1.600000,0.000000,1900,2200,2700,3200,3900,5100,5300,5300,5300,5300,5300,37,0,1900.0,1946.7194088107578,21.066319000055955,5309.88462500045,523.7027027027027
1785022507,6,,Aggregated,1.600000,0.000000,1900,2200,2700,3200,3900,5100,5300,5300,5300,5300,5300,37,0,1900.0,1946.7194088107578,21.066319000055955,5309.88462500045,523.7027027027027
1785022508,6,,Aggregated,0.500000,0.000000,1900,2500,2900,3200,4700,5300,11000,11000,11000,11000,11000,38,0,1900.0,2196.6162096052217,21.066319000055955,11442.797839000377,514.921052631579
1785022509,6,,Aggregated,0.500000,0.000000,1900,2500,2900,3200,4700,5300,11000,11000,11000,11000,11000,38,0,1900.0,2196.6162096052217,21.066319000055955,11442.797839000377,514.921052631579
1785022510,6,,Aggregated,0.300000,0.000000,1900,2500,3200,3400,5100,11000,13000,13000,13000,13000,13000,39,0,1900.0,2464.833761743555,21.066319000055955,12657.100743000228,506.5897435897436
1785022511,6,,Aggregated,0.300000,0.000000,1900,2500,3200,3400,5100,11000,13000,13000,13000,13000,13000,39,0,1900.0,2464.833761743555,21.066319000055955,12657.100743000228,506.5897435897436
1785022512,6,,Aggregated,0.300000,0.000000,2000,2900,3700,4700,8700,12000,14000,14000,14000,14000,14000,43,0,2000.0,3257.0503395581063,21.066319000055955,14237.960255999496,517.8604651162791
1785022513,6,,Aggregated,0.300000,0.000000,2000,2900,3700,4700,8700,12000,14000,14000,14000,14000,14000,43,0,2000.0,3257.0503395581063,21.066319000055955,14237.960255999496,517.8604651162791
1785022514,6,,Aggregated,0.300000,0.000000,2000,2900,3700,4700,8700,12000,14000,14000,14000,14000,14000,43,0,2000.0,3257.0503395581063,21.066319000055955,14237.960255999496,517.8604651162791
1785022515,6,,Aggregated,0.600000,0.000000,2100,3200,3900,5100,8700,12000,14000,14000,14000,14000,14000,45,0,2100.0,3362.6382726888546,21.066319000055955,14237.960255999496,545.2222222222222
